,Class,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,Person,2,[-6.79798222  2.93154979 -3.98356795],[1.66834354 5.96682119 1.66834426],"[[241. 108.]
 [388. 108.]
 [388. 637.]
 [241. 637.]]","[[-7.634572    5.9117727  -3.1475983 ]
 [-7.634642    5.9127593  -4.8159423 ]
 [-5.9662986   5.912985   -4.816013  ]
 [-5.9662285   5.9119983  -3.1476686 ]
 [-7.633766   -0.05504747 -3.1511264 ]
 [-7.633837   -0.05406091 -4.81947   ]
 [-5.965493   -0.05383544 -4.8195405 ]
 [-5.9654226  -0.0548222  -3.1511967 ]]",7.879173550854303,"3EE952B0
0.999995 0.003029 0.000046 -3.000000
-0.003027 0.999656 -0.026067 2.833333
-0.000125 0.026067 0.999660 2.000000
0.000000 0.000000 0.000000 1.000000
"
1,Person,Person,1,[-4.87459946  2.78312755 -8.08300686],[1.77720284 5.51594019 1.77720237],"[[509. 239.]
 [601. 239.]
 [601. 525.]
 [509. 525.]]","[[-5.7697234   5.537893   -7.1886077 ]
 [-5.7697988   5.538944   -8.96581   ]
 [-3.9925954   5.539184   -8.965885  ]
 [-3.9925206   5.538133   -7.188683  ]
 [-5.7689786   0.0219536  -7.191869  ]
 [-5.7690535   0.0230045  -8.969071  ]
 [-3.9918509   0.02324464 -8.969147  ]
 [-3.9917758   0.02219374 -7.191944  ]]",9.439105876296347,"3EE952B0
0.999995 0.003029 0.000046 -3.000000
-0.003027 0.999656 -0.026067 2.833333
-0.000125 0.026067 0.999660 2.000000
0.000000 0.000000 0.000000 1.000000
"
